INFO 2025-05-08 08:33:46,130 autoreload 68754 8483818624 Watching for file changes with StatReloader
INFO 2025-05-08 08:40:08,845 basehttp 68754 6266957824 "GET /api/bookings/my-bookings/ HTTP/1.1" 200 1946
INFO 2025-05-08 08:40:09,150 basehttp 68754 6266957824 "GET /api/restaurants/73/ HTTP/1.1" 200 566
INFO 2025-05-08 08:40:09,177 basehttp 68754 6199652352 "GET /api/restaurants/39/ HTTP/1.1" 200 801
INFO 2025-05-08 08:40:09,204 basehttp 68754 6149173248 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:09,500 basehttp 68754 6266957824 "GET /api/restaurants/39/ HTTP/1.1" 200 801
INFO 2025-05-08 08:40:09,561 basehttp 68754 6199652352 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:09,916 basehttp 68754 6266957824 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:10,278 basehttp 68754 6199652352 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:10,344 basehttp 68754 6250131456 "GET /api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 200 2960
INFO 2025-05-08 08:40:10,647 basehttp 68754 6266957824 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:10,745 basehttp 68754 6165999616 "GET /api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 200 2960
INFO 2025-05-08 08:40:10,999 basehttp 68754 6250131456 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:11,360 basehttp 68754 6266957824 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:25,361 basehttp 68754 6266957824 "GET /api/bookings/my-bookings/ HTTP/1.1" 200 1946
INFO 2025-05-08 08:40:25,683 basehttp 68754 6266957824 "GET /api/restaurants/73/ HTTP/1.1" 200 566
INFO 2025-05-08 08:40:25,702 basehttp 68754 6149173248 "GET /api/restaurants/39/ HTTP/1.1" 200 801
INFO 2025-05-08 08:40:25,728 basehttp 68754 6199652352 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:26,065 basehttp 68754 6266957824 "GET /api/restaurants/39/ HTTP/1.1" 200 801
INFO 2025-05-08 08:40:26,124 basehttp 68754 6149173248 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:26,139 basehttp 68754 6250131456 "GET /api/bookings/my-bookings/ HTTP/1.1" 200 1946
INFO 2025-05-08 08:40:26,455 basehttp 68754 6250131456 "GET /api/restaurants/73/ HTTP/1.1" 200 566
INFO 2025-05-08 08:40:26,480 basehttp 68754 6266957824 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:26,480 basehttp 68754 6149173248 "GET /api/restaurants/39/ HTTP/1.1" 200 801
INFO 2025-05-08 08:40:26,827 basehttp 68754 6199652352 "GET /api/restaurants/39/ HTTP/1.1" 200 801
INFO 2025-05-08 08:40:26,852 basehttp 68754 6250131456 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:27,214 basehttp 68754 6199652352 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:27,567 basehttp 68754 6250131456 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:27,924 basehttp 68754 6199652352 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:28,283 basehttp 68754 6250131456 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:28,635 basehttp 68754 6199652352 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:29,002 basehttp 68754 6250131456 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:29,367 basehttp 68754 6199652352 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:29,726 basehttp 68754 6250131456 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:30,102 basehttp 68754 6199652352 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:30,456 basehttp 68754 6250131456 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:32,147 basehttp 68754 6250131456 "OPTIONS /api/bookings/my-bookings/16/cancel/ HTTP/1.1" 200 0
INFO 2025-05-08 08:40:32,482 basehttp 68754 6250131456 "POST /api/bookings/my-bookings/16/cancel/ HTTP/1.1" 200 196
INFO 2025-05-08 08:40:34,734 basehttp 68754 6250131456 "OPTIONS /api/restaurants/60/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 0
INFO 2025-05-08 08:40:34,734 basehttp 68754 6199652352 "OPTIONS /api/restaurants/60/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 0
INFO 2025-05-08 08:40:34,951 views 68754 6250131456 Fetching time slots for restaurant 60
WARNING 2025-05-08 08:40:35,002 views 68754 6250131456 Restaurant 60 is closed on Thursday
WARNING 2025-05-08 08:40:35,002 basehttp 68754 6250131456 "GET /api/restaurants/60/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-08 08:40:35,100 basehttp 68754 6199652352 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:35,205 views 68754 6149173248 Fetching time slots for restaurant 60
WARNING 2025-05-08 08:40:35,255 views 68754 6149173248 Restaurant 60 is closed on Thursday
WARNING 2025-05-08 08:40:35,255 basehttp 68754 6149173248 "GET /api/restaurants/60/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-08 08:40:35,462 basehttp 68754 6250131456 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:38,715 basehttp 68754 6250131456 "GET /api/bookings/my-bookings/ HTTP/1.1" 200 1949
INFO 2025-05-08 08:40:39,033 basehttp 68754 6250131456 "GET /api/restaurants/73/ HTTP/1.1" 200 566
INFO 2025-05-08 08:40:39,058 basehttp 68754 6266957824 "GET /api/restaurants/39/ HTTP/1.1" 200 801
INFO 2025-05-08 08:40:39,088 basehttp 68754 6199652352 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:39,392 basehttp 68754 6250131456 "GET /api/restaurants/39/ HTTP/1.1" 200 801
INFO 2025-05-08 08:40:39,446 basehttp 68754 6149173248 "GET /api/bookings/my-bookings/ HTTP/1.1" 200 1949
INFO 2025-05-08 08:40:39,447 basehttp 68754 6266957824 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:39,763 basehttp 68754 6266957824 "GET /api/restaurants/73/ HTTP/1.1" 200 566
INFO 2025-05-08 08:40:39,786 basehttp 68754 6250131456 "GET /api/restaurants/39/ HTTP/1.1" 200 801
INFO 2025-05-08 08:40:39,820 basehttp 68754 6149173248 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:40,126 basehttp 68754 6266957824 "GET /api/restaurants/39/ HTTP/1.1" 200 801
INFO 2025-05-08 08:40:40,185 basehttp 68754 6250131456 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:40,563 basehttp 68754 6266957824 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:40,920 basehttp 68754 6250131456 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:41,279 basehttp 68754 6266957824 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:41,633 basehttp 68754 6250131456 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:41,991 basehttp 68754 6266957824 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:42,346 basehttp 68754 6250131456 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:42,712 basehttp 68754 6266957824 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:43,071 basehttp 68754 6250131456 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:43,437 basehttp 68754 6266957824 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:43,789 basehttp 68754 6250131456 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:53,489 views 68754 6250131456 Fetching time slots for restaurant 60
WARNING 2025-05-08 08:40:53,539 views 68754 6250131456 Restaurant 60 is closed on Thursday
WARNING 2025-05-08 08:40:53,539 basehttp 68754 6250131456 "GET /api/restaurants/60/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-08 08:40:53,637 basehttp 68754 6266957824 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:53,744 views 68754 6149173248 Fetching time slots for restaurant 60
WARNING 2025-05-08 08:40:53,796 views 68754 6149173248 Restaurant 60 is closed on Thursday
WARNING 2025-05-08 08:40:53,796 basehttp 68754 6149173248 "GET /api/restaurants/60/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-08 08:40:54,003 basehttp 68754 6250131456 "GET /api/restaurants/60/ HTTP/1.1" 200 867
INFO 2025-05-08 08:40:56,515 basehttp 68754 6250131456 "OPTIONS /api/restaurants/67 HTTP/1.1" 200 0
INFO 2025-05-08 08:40:56,515 basehttp 68754 6199652352 "OPTIONS /api/restaurants/67/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 0
INFO 2025-05-08 08:40:56,515 basehttp 68754 6266957824 "OPTIONS /api/restaurants/67 HTTP/1.1" 200 0
INFO 2025-05-08 08:40:56,516 basehttp 68754 6149173248 "OPTIONS /api/restaurants/67/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 0
INFO 2025-05-08 08:40:56,520 basehttp 68754 6199652352 "GET /api/restaurants/67 HTTP/1.1" 301 0
INFO 2025-05-08 08:40:56,521 basehttp 68754 6149173248 "OPTIONS /api/restaurants/67/ HTTP/1.1" 200 0
INFO 2025-05-08 08:40:56,522 basehttp 68754 6266957824 "OPTIONS /api/restaurants/67/ HTTP/1.1" 200 0
INFO 2025-05-08 08:40:56,729 views 68754 6250131456 Fetching time slots for restaurant 67
INFO 2025-05-08 08:40:56,852 basehttp 68754 6149173248 "GET /api/restaurants/67/ HTTP/1.1" 200 675
INFO 2025-05-08 08:40:57,199 basehttp 68754 6266957824 "GET /api/restaurants/67/ HTTP/1.1" 200 675
INFO 2025-05-08 08:40:59,384 basehttp 68754 6149173248 "OPTIONS /api/restaurants/39/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 0
INFO 2025-05-08 08:40:59,384 basehttp 68754 6266957824 "OPTIONS /api/restaurants/39/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 0
INFO 2025-05-08 08:40:59,593 views 68754 6149173248 Fetching time slots for restaurant 39
INFO 2025-05-08 08:40:59,709 basehttp 68754 6266957824 "GET /api/restaurants/39/ HTTP/1.1" 200 801
INFO 2025-05-08 08:40:59,884 views 68754 6250131456 Found 0 available time slots for restaurant 67
INFO 2025-05-08 08:40:59,884 basehttp 68754 6250131456 "GET /api/restaurants/67/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 60
INFO 2025-05-08 08:41:00,043 basehttp 68754 6132346880 "GET /api/restaurants/39/ HTTP/1.1" 200 801
INFO 2025-05-08 08:41:00,093 views 68754 6266957824 Fetching time slots for restaurant 67
INFO 2025-05-08 08:41:02,730 views 68754 6149173248 Found 2 available time slots for restaurant 39
INFO 2025-05-08 08:41:02,730 basehttp 68754 6149173248 "GET /api/restaurants/39/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 114
INFO 2025-05-08 08:41:02,939 views 68754 6132346880 Fetching time slots for restaurant 39
INFO 2025-05-08 08:41:03,232 basehttp 68754 6149173248 "OPTIONS /api/restaurants/hot/?page=2&pageSize=12 HTTP/1.1" 200 0
INFO 2025-05-08 08:41:03,235 views 68754 6266957824 Found 0 available time slots for restaurant 67
INFO 2025-05-08 08:41:03,235 basehttp 68754 6266957824 "GET /api/restaurants/67/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 60
INFO 2025-05-08 08:41:05,658 basehttp 68754 6149173248 "GET /api/restaurants/hot/?page=2&pageSize=12 HTTP/1.1" 200 2583
INFO 2025-05-08 08:41:06,064 views 68754 6132346880 Found 2 available time slots for restaurant 39
INFO 2025-05-08 08:41:06,064 basehttp 68754 6132346880 "GET /api/restaurants/39/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 114
INFO 2025-05-08 08:41:07,625 basehttp 68754 6132346880 "OPTIONS /api/restaurants/66 HTTP/1.1" 200 0
INFO 2025-05-08 08:41:07,625 basehttp 68754 6149173248 "OPTIONS /api/restaurants/66/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 0
INFO 2025-05-08 08:41:07,626 basehttp 68754 6250131456 "OPTIONS /api/restaurants/66/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 0
INFO 2025-05-08 08:41:07,626 basehttp 68754 6266957824 "OPTIONS /api/restaurants/66 HTTP/1.1" 200 0
INFO 2025-05-08 08:41:07,635 basehttp 68754 6149173248 "GET /api/restaurants/66 HTTP/1.1" 301 0
INFO 2025-05-08 08:41:07,636 basehttp 68754 6266957824 "OPTIONS /api/restaurants/66/ HTTP/1.1" 200 0
INFO 2025-05-08 08:41:07,638 basehttp 68754 6266957824 "OPTIONS /api/restaurants/66/ HTTP/1.1" 200 0
INFO 2025-05-08 08:41:07,842 views 68754 6250131456 Fetching time slots for restaurant 66
INFO 2025-05-08 08:41:07,937 basehttp 68754 6132346880 "GET /api/restaurants/66/ HTTP/1.1" 200 592
INFO 2025-05-08 08:41:08,241 basehttp 68754 6266957824 "GET /api/restaurants/66/ HTTP/1.1" 200 592
INFO 2025-05-08 08:41:10,947 views 68754 6250131456 Found 0 available time slots for restaurant 66
INFO 2025-05-08 08:41:10,947 basehttp 68754 6250131456 "GET /api/restaurants/66/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 67
INFO 2025-05-08 08:41:11,160 views 68754 6266957824 Fetching time slots for restaurant 66
INFO 2025-05-08 08:41:11,243 basehttp 68754 6250131456 "OPTIONS /api/restaurants/hot/?page=3&pageSize=12 HTTP/1.1" 200 0
INFO 2025-05-08 08:41:13,659 basehttp 68754 6250131456 "GET /api/restaurants/hot/?page=3&pageSize=12 HTTP/1.1" 200 1797
INFO 2025-05-08 08:41:14,265 views 68754 6266957824 Found 0 available time slots for restaurant 66
INFO 2025-05-08 08:41:14,265 basehttp 68754 6266957824 "GET /api/restaurants/66/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 67
INFO 2025-05-08 08:41:15,349 basehttp 68754 6266957824 "OPTIONS /api/restaurants/72 HTTP/1.1" 200 0
INFO 2025-05-08 08:41:15,349 basehttp 68754 6132346880 "OPTIONS /api/restaurants/72 HTTP/1.1" 200 0
INFO 2025-05-08 08:41:15,349 basehttp 68754 6250131456 "OPTIONS /api/restaurants/72/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 0
INFO 2025-05-08 08:41:15,350 basehttp 68754 6149173248 "OPTIONS /api/restaurants/72/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 200 0
INFO 2025-05-08 08:41:15,352 basehttp 68754 6250131456 "GET /api/restaurants/72 HTTP/1.1" 301 0
INFO 2025-05-08 08:41:15,354 basehttp 68754 6149173248 "OPTIONS /api/restaurants/72/ HTTP/1.1" 200 0
INFO 2025-05-08 08:41:15,354 basehttp 68754 6132346880 "OPTIONS /api/restaurants/72/ HTTP/1.1" 200 0
INFO 2025-05-08 08:41:15,558 views 68754 6266957824 Fetching time slots for restaurant 72
WARNING 2025-05-08 08:41:15,610 views 68754 6266957824 Restaurant 72 is closed on Thursday
WARNING 2025-05-08 08:41:15,610 basehttp 68754 6266957824 "GET /api/restaurants/72/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-08 08:41:15,656 basehttp 68754 6132346880 "GET /api/restaurants/72/ HTTP/1.1" 200 437
INFO 2025-05-08 08:41:15,840 views 68754 6149173248 Fetching time slots for restaurant 72
WARNING 2025-05-08 08:41:15,890 views 68754 6149173248 Restaurant 72 is closed on Thursday
WARNING 2025-05-08 08:41:15,891 basehttp 68754 6149173248 "GET /api/restaurants/72/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-08 08:41:15,966 basehttp 68754 6266957824 "GET /api/restaurants/72/ HTTP/1.1" 200 437
INFO 2025-05-08 08:41:21,510 views 68754 6266957824 Fetching time slots for restaurant 72
WARNING 2025-05-08 08:41:21,560 views 68754 6266957824 Restaurant 72 is closed on Thursday
WARNING 2025-05-08 08:41:21,561 basehttp 68754 6266957824 "GET /api/restaurants/72/time-slots/?date=2025-05-08&time=12:00&people=2 HTTP/1.1" 400 44
